timestamp,spy_price,btc_price,gld_price,bnd_price
2020-06-11,311.459991,9121.241607903123,162.389999,87.690002
2020-06-12,308.239990,8806.57131161574,162.619995,87.779999
2020-06-15,298.019989,8847.828367003753,162.330002,87.959999
2020-06-16,315.480011,9080.658001170043,162.250000,87.849998
2020-06-17,314.070007,9381.931763503731,162.559998,87.870003
2020-06-18,310.010010,9454.791470601638,162.240005,87.970001
2020-06-19,314.170013,9862.45658895545,164.029999,88.000000
2020-06-22,307.989990,9822.163443444739,165.089996,87.970001
2020-06-23,313.489990,9554.316209101871,166.479996,87.930000
2020-06-24,309.839996,9721.310357057206,165.899994,87.940002
2020-06-25,303.470001,9716.548770746993,165.800003,88.029999
2020-06-26,306.160004,9722.11922295857,166.539993,88.190002
2020-06-29,301.410004,9722.08845064113,166.630005,88.250000
2020-06-30,303.989990,9819.323281274032,167.369995,88.339996
2020-07-01,309.570007,9519.18076901386,166.619995,88.199997
2020-07-02,314.239990,9406.751813037858,166.979996,88.339996
2020-07-06,316.369995,9208.149509067283,167.979996,88.309998
2020-07-07,315.380005,9496.872642670734,169.039993,88.449997
2020-07-08,314.609985,9415.409781887009,170.089996,88.400002
2020-07-09,316.839996,9395.824161291965,169.630005,88.639999
2020-07-10,314.309998,9325.31216765784,169.190002,88.540001
2020-07-13,320.130005,9546.039690539748,169.399994,88.580002
2020-07-14,313.299988,9640.742975479683,170.190002,88.690002
2020-07-15,322.410004,9364.372152342541,170.339996,88.699997
2020-07-16,319.790009,9188.185752182104,168.729996,88.760002
2020-07-17,321.880005,9162.118278633805,170.119995,88.849998
2020-07-20,321.429993,9116.003080979632,170.940002,88.940002
2020-07-21,326.450012,9148.265012801969,173.000000,88.989998
2020-07-22,324.619995,9200.750259272856,175.630005,89.110001
2020-07-23,326.470001,9120.89572934976,177.179993,89.190002
2020-07-24,320.950012,9093.085182929355,178.699997,89.169998
2020-07-27,321.630005,9242.40401299648,182.229996,89.110001
2020-07-28,322.429993,9266.513026162624,183.750000,89.150002
2020-07-29,322.119995,9371.420133543263,185.130005,89.290001
2020-07-30,321.899994,9294.908150833167,183.759995,89.339996
2020-07-31,325.899994,9198.057276723144,185.429993,89.459999
2020-08-03,328.320007,9274.251082180463,185.639999,89.269997
2020-08-04,327.859985,9218.630127165996,189.589996,89.459999
2020-08-05,331.470001,9214.85708807694,191.350006,89.339996
2020-08-06,331.480011,9117.79035455416,193.889999,89.480003
2020-08-07,333.279999,9131.48098064911,190.809998,89.379997
2020-08-10,335.059998,9174.10207171019,190.149994,89.279999
2020-08-11,336.850006,9338.12315460311,179.940002,88.970001
2020-08-12,335.440002,9401.74429960732,179.100006,88.739998
2020-08-13,336.609985,9555.369628604858,183.330002,88.449997
2020-08-14,336.410004,9562.647545305275,182.539993,88.349998
2020-08-17,337.940002,10655.226718845648,186.500000,88.459999
2020-08-18,338.339996,10989.943229993502,188.179993,88.580002
2020-08-19,339.049988,11120.825761944536,182.240005,88.430000
2020-08-20,335.359985,11032.801635123125,183.500000,88.580002
2020-08-21,337.920013,11244.931462976077,182.029999,88.769997
2020-08-24,342.119995,11279.362971737075,181.000000,88.669998
2020-08-25,343.529999,11219.32010772859,181.220001,88.500000
2020-08-26,344.760010,11549.269274330234,183.360001,88.449997
2020-08-27,348.510010,11765.058834222249,181.240005,88.129997
2020-08-28,349.440002,11639.873767844532,184.389999,88.199997
2020-08-31,350.350006,11895.349949705733,184.830002,88.459999
2020-09-01,350.209991,11559.925802339369,185.050003,88.550003
2020-09-02,354.670013,11466.217401358344,182.619995,88.739998
2020-09-03,355.869995,11565.383339065986,181.139999,88.750000
2020-09-04,346.130005,11758.96786455178,181.639999,88.230003
2020-09-08,336.709991,12185.94364808046,181.289993,88.360001
2020-09-09,337.549988,12106.948296442937,183.050003,88.300003
2020-09-10,341.820007,11782.229565726322,182.460007,88.320000
2020-09-11,335.820007,11813.014521924533,182.449997,88.410004
2020-09-14,337.489990,11713.738179486034,183.889999,88.410004
2020-09-15,341.119995,11741.286701889976,183.449997,88.459999
2020-09-16,341.510010,11410.971369536466,183.970001,88.440002
2020-09-17,333.559998,11415.85341311244,182.960007,88.440002
2020-09-18,335.369995,11334.267817591232,183.199997,88.339996
2020-09-21,325.700012,11450.998774966043,179.520004,88.389999
2020-09-22,328.570007,11695.324094117206,178.649994,88.419998
2020-09-23,330.899994,11894.59529969454,174.789993,88.220001
2020-09-24,321.220001,11481.434522707197,175.440002,88.230003
2020-09-25,322.579987,10791.962384264001,174.940002,88.220001
2020-09-28,333.220001,10355.015020707737,176.699997,88.300003
2020-09-29,333.970001,10136.254884706252,178.190002,88.360001
2020-09-30,333.089996,10086.284320195906,177.119995,88.220001
2020-10-01,337.690002,10206.975165431762,178.699997,88.160004
2020-10-02,331.700012,10348.536250923971,178.539993,88.099998
2020-10-05,336.059998,10305.274535595461,179.410004,87.769997
2020-10-06,339.910004,10549.163476197911,177.300003,87.889999
2020-10-07,338.119995,10789.020776670544,177.220001,87.769997
2020-10-08,342.850006,10931.808221656449,177.850006,87.919998
2020-10-09,345.559998,10882.012538290288,181.080002,87.940002
2020-10-12,349.589996,10915.768636695082,180.559998,88.070000
2020-10-13,352.279999,10569.858620341496,177.720001,88.139999
2020-10-14,350.750000,10467.0508989743,178.270004,88.190002
2020-10-15,343.709991,10376.82642174651,178.919998,88.139999
2020-10-16,348.959991,10510.640301516381,178.300003,88.070000
2020-10-19,348.649994,10666.414112492133,178.389999,87.989998
2020-10-20,343.459991,10865.007680932205,179.250000,87.839996
2020-10-21,343.329987,10729.258929275245,180.600006,87.739998
2020-10-22,342.959991,10739.756919640564,178.830002,87.589996
